Id,Title,Text,Author,Date,URL
19,"Farmacéuticas, sancionadas en Estados Unidos","La administración del presidente de Estados Unidos, Joe Biden, informó ayer 14 de diciembre, de la identificación de 48 medicamentos del programa Medicare cuyos precios subieron más rápido que la inflación durante el cuarto trimestre del año y que exigiría a sus fabricantes el pago de reembolsos. La Ley de Reducción de la Inflación (IRA, por su sigla en inglés), firmada por Biden, incluye una disposición para penalizar a los fabricantes de medicamentos que trabajan con Medicare, un programa gubernamental para personas mayores de 65 años o discapacitadas. Los 48 medicamentos que identificó pertenecen a la Parte B de Medicare, que cubre los tratamientos administrados en un centro sanitario. Los beneficiarios de Medicare podrían apoyarse de una reducción en el pago de su coseguro por cualquiera de los medicamentos de entre 1 y 2.786 dólares por dosis media, según un comunicado del Gobierno. El presidente estadounidense, en declaraciones en los Institutos Nacionales de Salud, dijo que las grandes empresas farmacéuticas, en el año anterior a la aprobación de la ley, dispararon los precios casi cuatro veces más rápido de lo que subió la inflación. Los precios de 64 medicamentos aumentaron más rápido que la inflación en los últimos cuatro trimestres, dijo la Casa Blanca. La IRA pretende ahorrar 25,000 millones de dólares anuales.",Reuters,2023-12-14 23:00:00,https://www.eleconomista.com.mx/economia/Farmaceuticas-sancionadas-en-Estados-Unidos-20231214-0127.html
20,SAT podría incluir aerolíneas en el Plan Maestro de Fiscalización 2024,"Gerardo Arango García, asociado del área Fiscal de C&C Asesores. El Servicio de Administración Tributaria (SAT) podría incluir al Plan Maestro de Fiscalización y Recaudación 2024 a las aerolíneas y el transporte férreo, advirtieron fiscalistas en el foro “Consideraciones para el Cierre del Ejercicio Fiscal 2023 y Expectativa para Contribuyentes 2024”, realizado por Thomson Reuters. Gerardo Arango García, asociado del área fiscal de C&C Asesores, comentó que el enfoque de la autoridad en el Plan Maestro 2023 está en actividades y sectores económicos específicos y es muy probable que el SAT repita varios para el 2024. “Pero nada nos indica que (el SAT) no haya detectado actividades adicionales o que le interese algún negocio en particular como las aerolíneas o la transportación férrea, muy seguramente estarán en el próximo plan de fiscalización”, dijo Arango García. En este año el SAT informó que iba a revisar la industria alimenticia, automotriz, comercio, construcción, farmaceúticas, minería, el sistema financiero y telecomunicaciones, entre otras. Luis García de Alba Flores, socio fundador de C&C Asesores, dijo en su intervención que este año han observado cómo el SAT ha cancelado el Certificado de Sello Digital (CSD) cuando no se atiende correctamente una entrevista de vigilancia profunda. La vigilancia profunda es un programa de gestión que implica una entrevista personal entre el contribuyente y el SAT para argumentar discrepancias entre la información declarada y la que posee la autoridad con base en el Comprobante Fiscal Digital por Internet (CFDI o factura). “El tema es realmente complejo porque, a diferencia de una auditoría donde tenemos un plazo para poder recabar información, presentar y desvirtuar ciertos hechos, en el caso de una restricción temporal del CSD nos paran la operación y eso es algo a lo que ninguna compañía va a estar dispuesta y siempre va a buscar la medida más idónea para arreglar el CSD”, acotó García de Alba Flores. Gerardo Arango García, asociado del área fiscal de C&C Asesores, comentó que la cancelación del CSD es una medida que tiene resultados para el SAT porque al contribuyente lo que le urge es liberar la restricción y por ende paga lo que el fisco federal le está pidiendo. “Para Hacienda es una medida de fiscalización y muy rápida para hacerse de recursos y cuando el contribuyente quiera desvirtuar o recuperar algunas de las cantidades pagadas será más difícil porque el SAT tiene todos los elementos”. La instauración del Comprobante Fiscal Digital por Internet con complemento Carta Porte ha sido difícil de implementar, comentó en su ponencia Janett Aguilar Haro, socia fiscal de Crowe México. Aguilar Haro explicó que el complemento Carta Porte ha sido muy complejo porque intervienen muchas dependencias y organismos de gobierno como el SAT, la Guardia Nacional, la Secretaría de Infraestructura, Comunicaciones y Transportes, entre otras autoridades federales. “Intervienen todas las dependencias que al final de cuentas les están suministrando información, a través del complemento Carta Porte, es difícil que concuerde lo fiscal con un tema logístico dado que sus momentos son totalmente distintos”, puntualizó. El 31 de diciembre vence el plazo para no sancionar a quienes emitan, de forma incorrecta, el CFDI de ingreso y traslado con complemento Carta Porte. Las multas oscilan entre 17,000 y 90,000 pesos. Además, por cada error en el comprobante, rondan entre 400 y 600 pesos. También, podrían existir acusaciones de contrabando en caso de que no se compruebe la legítima pertenencia de las mercancías o bienes. santiago.renteria@eleconomista.mx",Santiago Rentería Nolasco,2023-12-14 19:18:00,https://www.eleconomista.com.mx/economia/SAT-podria-incluir-aerolineas-en-el-Plan-Maestro-de-Fiscalizacion-2024-20231214-0094.html
21,Remesas y apoyos del gobierno representan 67% del ingreso de los mexicanos más pobres,"En la era pospandemia, del 2020 al 2022, se observaron incrementos importantes en el ingreso promedio de los hogares mexicanos, particularmente los más pobres. Gran parte de este incremento se explica por el buen dinamismo de las remesas y la expansión de los apoyos de gobierno a esta población. Cerca de 7 de cada 10 pesos (67%) que tiene disponible la población más pobre —ubicada en el decil I— provienen de transferencias directas como lo que envían sus familiares en el extranjero, las becas, las pensiones de adultos mayores o los apoyos a personas con discapacidad. El 33% restante proviene de su trabajo, rentas y otros ingresos corrientes, de acuerdo con cifras de la ENIGH-E 2022 (Encuesta Nacional de Ingresos y Gastos de los Hogares Estacional) del Inegi. En promedio, los hogares más pobres perciben 4,712 pesos mensuales contando estas transferencias directas. Si estos envíos se detuvieran, el ingreso medio de estas familias caería a 1,563 pesos por mes. Esta composición del ingreso es significativamente distinta si se compara con la media nacional o la que presentan las familias de los deciles más altos (las más ricas), en donde los ingresos por trabajo representan, al menos, más de la mitad del total. A pesar de que los ingresos de los mexicanos más pobres han crecido en los años recientes, la concentración de la riqueza en los deciles más altos persiste. En 2022 se observó que las familias del decil X tienen ingresos 15 veces superiores e las familias del decil I. Y además de un mayor poder adquisitivo, las dinámicas del gasto también son distintas entre deciles. Mientras los hogares más pobres gastan la mayor parte de us ingresos en la alimentación, los hogares más ricos tienen la posibilidad de consumir bienes y servicios relacionados con la educación, la salud, el transporte, el entretenimiento, la recreación, la cultura, el deporte y el ocio. La mitad de los ingresos de la población más pobre se va a comida y bebidas; para la población más rica este gasto sólo representa una cuarta parte. Pese a los retos en materia de igualdad de ingresos que enfrenta México, algunas políticas de desarrollo social como la extensión de las transferencias monetarias y el incremento sostenido del salario mínimo han beneficiado a la población más vulnerable y contribuido a reducir las disparidades.",Ana Karen García,2023-12-14 12:00:00,https://www.eleconomista.com.mx/economia/Remesas-y-apoyos-del-gobierno-representan-67-del-ingreso-de-los-mexicanos-mas-pobres-20231214-0052.html
22,La CEPAL sube a 2.2% su proyección de crecimiento para el PIB de América Latina en 2023,"Las economías de América Latina y el Caribe se enfrentan a un entorno difícil en lo que resta de este año y el próximo debido a la magra actividad global, el efecto de las tasas de interés altas, el bajo consumo interno y un menor intercambio comercial, dijo este jueves en un informe la Comisión Económica para América Latina y el Caribe (CEPAL). En su reporte para la región de final de año, la CEPAL elevó su proyección de crecimiento del PIB del bloque a un 2.2% en 2023 respecto de su estimación de 1.7% emitida en el pasado mes de septiembre, gracias a una leve mejoría de los indicadores macroeconómicos y un descenso de las presiones presupuestarias. Pero el escenario base persiste, indicó, y eso es en gran medida un reflejo de la trayectoria descendente para el desempeño económico de la región vista en la última década. ""Estas proyecciones se dan en un momento en que los países de la región enfrentan un limitado espacio de política, tanto fiscal como monetaria, y un limitado impulso desde el contexto internacional"", explicó CEPAL. Si bien la ralentización prevista es generalizada, destacan los países del norte con tasas de crecimiento mejores de lo esperado para este año. En el caso de México, el PIB avanzará un 3.6% en 2023 -una fuerte revisión al alza frente al 2.9% esperado en septiembre- y se expandirá un 2.4% en el próximo año, ayudado por la ola de inversiones externas que se prevén y un dinamismo interno bastante sólido. La agencia explicó que si bien la inflación ha disminuido, no se han observado aún los beneficios de los recortes de tasas entre las principales economías, como Brasil, de modo que los costos de financiamiento siguen constriñendo la capacidad de tomar deuda y elevar el consumo. A ello se suma la debilidad de China y la crisis de su sector inmobiliario que incide en sus compras de materias primas de las que dependen países mineros como Perú y Chile. Colombia, Venezuela, México y Ecuador, por su parte, se enfrentan al desafío de menores exportaciones de petróleo por estimaciones reducidas para la demanda global de combustibles. Para el caso de Argentina, la tercera economía regional, la CEPAL mejoró levemente las proyecciones ya negativas de desempeño económico, y espera una contracción del 1% para 2024, y una caída del PIB del 2.5% este año.",Reuters,2023-12-14 08:06:00,https://www.eleconomista.com.mx/economia/La-CEPAL-sube-a-2.2-su-proyeccion-de-crecimiento-para-el-PIB-de-America-Latina-en-2023-20231214-0033.html
23,Fed deja tasa en 5.50% y avizora recortes en el 2024,"Tal como lo esperaba el mercado, el Comité Federal de Mercado Abierto (FOMC) de la Fed sostuvo la pausa en el ciclo alcista de la tasa en una decisión unánime y la dejó en un rango de 5.25 a 5.50 por ciento. Esta fue la tercera reunión consecutiva en la que el Comité mantuvo en pausa el ciclo de la tasa en el nivel más alto en 22 años. En el comunicado del último anuncio monetario del año reconocieron que podrían recortar la tasa en tres cuartos de punto el próximo año, con lo que quedaría en un rango entre 4.50 y 4.75 por ciento. Esta proyección resulta de las respuestas recabadas en la encuesta de puntos donde cada uno de los miembros del FOMC anticipa dónde dejarán la tasa en las siguientes decisiones monetarias, el llamado “dot plot” que se recoge trimestralmente y es divulgado en los anuncios de marzo, junio, septiembre y diciembre. En el comunicado de la decisión, reconocieron una desaceleración de la inflación, sin embargo, acotaron que “sigue elevada”. El Departamento del Trabajo de Estados Unidos informó recientemente que el índice de Precios al Consumidor registró una variación de 3.1% anual en noviembre, con lo que se mantiene lejos del objetivo puntual de 2 por ciento. En el comunicado del anuncio, el FOMC reconoció de nuevo que “las condiciones financieras y crediticias más estrictas para los hogares y empresas, probablemente afectarán a la actividad económica, la contratación de empleados y la inflación”. Minutos después de divulgar el comunicado, el presidente de la Fed, Jerome Powell, matizó en conferencia de prensa: “queremos asegurar a la población estadounidense que estamos completamente dirigidos a regresar la inflación al objetivo, que es 2 por ciento”. El economista jefe de la operadora de fondos de inversión Valores Mexicanos Casa de Bolsa (Valmex), Víctor Ceja Cruz, explicó que este ciclo de incrementos en la tasa de Estados Unidos es ya el más agresivo y rápido en la historia reciente. La política restrictiva tarda de uno a dos años en impactar a la actividad económica y apenas en marzo se cumplió un año del inicio del ciclo alcista, expuso el experto. Tal como sucede en los anuncios de marzo, junio, septiembre y diciembre, el Comité Mercado Abierto divulga sus expectativas actualizadas del PIB, inflación y desempleo, así como la encuesta interna sobre las previsiones que tienen los miembros para la posición monetaria adecuada a sus pronósticos. La información contenida en el anuncio monetario de diciembre, muestra que el FOMC estimó que la economía de Estados Unidos registrará un crecimiento de 2.6% en el 2023, que es superior al 2.1% estimado por ellos mismos en septiembre y representa un tercer ajuste consecutivo al alza desde el 0.4% estimado por ellos mismos en marzo. Para el año próximo anticipan un crecimiento del PIB de 1.4%, inferior a 1.5% estimado por ellos en septiembre, pero está aún arriba de la prevista por el Comité en marzo, de 1.2 por ciento. Para la inflación, realizaron un ajuste para dejar su previsión en 2.8% que muestra una corrección al alza desde 3.3% que calcularon en septiembre pasado; y ajustaron ligeramente su expectativa para la inflación del 2024 para dejarla en 2.4%, que todavía está arriba del objetivo puntual del Fed que es 2 por ciento. Sostuvieron que será hasta el 2025 cuando dejarán a la inflación cerca del objetivo puntual en 2.1% , y prevén que será hasta el 2026 cuando la inflación llegará al objetivo puntual de 2 por ciento. De acuerdo con expertos de Oxford Economics, el discurso de la Fed es menos agresivo y tanto las proyecciones económicas como los comentarios de Powell envían un mensaje de que es poco probable que se produzcan pronto los recortes de la tasa. Aparte, el economista jefe y estratega global de Europac Asset Management, Peter Shiff, resaltó que Powell reconoció que la inflación llegará al objetivo hasta el 2026. Al reconocer que empezaron a hablar de recortes en el Comité, está reconociendo implícitamente que no ha ganado la batalla a la inflación, agregó. El 3 de enero se divulgarán las minutas de esta reunión. ymorales@eleconomista.com.mx",Yolanda Morales,2023-12-14 00:56:00,https://www.eleconomista.com.mx/economia/Fed-deja-tasa-en-5.50-y-avizorarecortes-en-el-2024-20231214-0008.html
24,"Inflación de diciembre y enero, decisiva para el Banco de México","El tono más moderado del comunicado del Comité Federal de Mercado Abierto de la Fed (FOMC por su sigla en inglés), abre la puerta para que Banco de México (Banxico) sea menos agresivo en su comunicación del anuncio monetario que divulgarán este mediodía. Pero en el caso de México, la Junta de Gobierno aún tiene que conocer los datos de inflación de diciembre y enero antes de armar una estrategia de recortes para el próximo año, advirtió el economista senior en Oxford Economics, Joan Domene. El experto descarta que Banxico realice cambios mayores en la guía prospectiva respecto del anuncio de noviembre, cuando dijo que “para lograr la convergencia ordenada y sostenida de la inflación general a la meta de 3%, será necesario mantener la tasa de referencia en su nivel actual por cierto tiempo”. “Quizá harán modificaciones sobre las expectativas de inflación, sobre todo en la subyacente, cuyo escenario es mucho más benigno que el del consenso”, detalló. En el comunicado del anuncio de noviembre, Banco de México estimó que la inflación subyacente terminará este año con una variación de 5.3% y el próximo en 3.3 por ciento. De acuerdo con la encuesta de Citibanamex, las fluctuaciones anuales de la inflación subyacente serán de 5.36% este año y 4.26% en el 2024. La inflación subyacente es identificada por analistas como la medida más pura de inflación, pues elimina de la medición los precios volátiles. Como se recordará, la inflación de México a noviembre registró un repunte al completar una variación de 4.32%, interrumpiendo una racha de nueve meses de moderación. Banco de México tomará este mediodía la última decisión monetaria del año. La expectativa media del mercado según la encuesta de Citibanamex, es que dejará la tasa sin cambio, en 11.25%, por sexto anuncio monetario consecutivo, lo que implica una pausa de nueve meses. Banco de Brasil sostuvo la pausa monetaria durante 12 meses, antes de iniciar el ciclo de recortes, mientras al Banco de la Reserva de Perú le tomó nueve meses iniciar con la normalización de la tasa. Aparte, la directora de análisis económico y financiero en Banco Base, Gabriela Siller, explicó que el discurso menos restrictivo del FOMC facilita el trabajo al Banco de México, pues tras conocerse, el peso mexicano se apreció. No cambiará el panorama para el Banco de México. Ellos aplicarán el primer recorte en marzo y en consonancia con la Reserva Federal, podrían ser más específicos sobre la posibilidad de aplicar un recorte en el primer trimestre, proyectó la experta. Con ella concuerda Domene, quien matizó que el Fed envió la señal que se ha llegado al fin del ciclo alcista y que los recortes serán incluso antes de lo esperado anteriormente. “Para Banxico es positivo porque facilita que empiece a recortar la tasa sin tener que reducir mucho el diferencial con la Fed o hacerlo mucho antes de que la Reserva empiece a recortar tasas”, resaltó Domene. El diferencial de tasas con la Fed se encuentra ahora mismo en 575 puntos base, esa es una postura relativa por encima a la histórica de 400 puntos base, lo que indica una restricción mayor a la que se ha tenido en otros episodios de alzas. Domene considera que el diferencial se irá cerrando al promedio histórico de 300 a 400 puntos base, en el transcurso del 2024 y aún en el 2025. Esto implica que Banxico irá ajustando la tasa también a la baja. ymorales@eleconomista.com.mx",Yolanda Morales,2023-12-14 00:52:00,https://www.eleconomista.com.mx/economia/Inflacion-de-diciembre-y-enero-decisiva-para-el-Banco-de-Mexico-20231214-0007.html
25,"Peso se apreció 1% ante el dólar, tras anuncio de la Fed","La decisión de la Reserva Federal (Fed) de Estados Unidos de dejar sin cambios la tasa de interés de referencia dio un impulso al peso mexicano. Este miércoles finalizó con una apreciación de 1.02 por ciento. El tipo de cambio cerró en 17.2235 pesos por dólar, equivalente a un avance de 17.68 centavos en comparación con la jornada del lunes, cuando terminó en 17.4003 unidades, toda vez que el martes 12 no hubo operaciones. Durante la jornada, alcanzó un máximo de 17.4670 unidades y un nivel mínimo de 17.1960 pesos, de acuerdo con datos del Banco de México. En tanto, el índice DXY, que mide el desempeño del dólar frente a una muestra de seis monedas fuertes de referencia, bajó 0.96% para ubicarse en 102.87 unidades. La apreciación del peso y la debilidad del dólar se registraron después de que la Fed anunció su decisión de mantener la tasa de interés de referencia entre 5.25 y 5.50 por ciento. “El peso se apreció después de la reunión de la Fed, en términos generales lo que justifica es que el mensaje fue un poco más dovish de lo anticipado. Los mercados se habían preparado a un mensaje posiblemente duro o hawkish de parte de Jerome Powell, presidente de la Reserva Federal y no fue así”, explicó James Salazar, subdirector de Análisis en CI Banco. Indicó que las nuevas estimaciones económicas y financieras, en particular el “dot plot”, hablan de la posibilidad de que se confirme el aterrizaje suave e incluso la Fed, en su escenario base, contemple tres recortes a la tasa de interés en el 2024. Lo anterior, añadió James Salazar, puede ser señal de que el ciclo de endurecimiento monetario pudo haber concluido y empezar a hablar de recortes. De hecho, Jerome Powell reconoció que por primera vez ya discutieron cuándo podría abordarse el tema de recortes de tasa de interés el próximo año. Para este jueves 14 de diciembre se espera también conocer la decisión de política monetaria de Banxico y se espera escuchar el mensaje de que se empezará a recortar la tasa de interés de referencia, lo cual en principio, juega en contra del peso mexicano, dijo el experto de CI Banco. Recordó que “la apreciación relativa de la moneda mexicana en los últimos dos años ha sido el diferencial atractivo (600 puntos base) entre las tasas de interés de Banco del México y la Fed”. En las operaciones de este miércoles las Bolsas de valores de México ganaron. El índice S&P/BMV IPC, con las 35 empresas más negociadas de la Bolsa Mexicana de Valores, subió 1.34%, a 55,167.86 puntos. El FTSE BIVA, de la Bolsa Institucional de Valores avanzó 1.32%, a 1,139.31 enteros. judith.santiago@eleconomista.mx",Judith Santiago,2023-12-14 00:17:00,https://www.eleconomista.com.mx/economia/Peso-se-aprecio-1-ante-el-dolar-tras-anuncio-de-la-Fed-20231214-0005.html
26,"Precios, con tendencia a la baja: Yellen","Janet Yellen, secretaria del Tesoro de Estados Unidos, dijo ayer que ve un patrón consistente de caída de la inflación a lo largo del tiempo y señaló que las turbulencias en el mercado laboral se han asentado realmente. La inflación en noviembre fue de 3.1% a tasa anual. Yellen reiteró su opinión de que la economía estadounidense se dirige hacia un aterrizaje suave y que ve una posibilidad razonable de que el crecimiento continuará en el 2024, además de que no ve un riesgo “particularmente alto” de una recesión. La funcionaria estadounidense afirmó que una encuesta reciente mostró un repunte de la confianza de los consumidores, que empiezan a comprender que la inflación va a la baja y que los ingresos reales también aumentan. “Así que, gradualmente, con el tiempo, creo que la gente se sentirá mejor respecto a la economía”, afirmó, aunque dijo que los consumidores siguen siendo conscientes del alza de los precios de los alquileres y otros artículos. En el lado positivo, los costos de los alquileres han dejado de subir y los precios de la gasolina han bajado, dijo Yellen. Yellen también espera que el ritmo del gasto de los consumidores se ralentice un poco hasta un “nivel más normal”, y que es probable que el crecimiento se mantenga sólido, aunque es improbable que alcance el alto nivel del tercer trimestre. Yellen confía en la política monetaria de la Fed, pero afirmó que es “en cierto modo natural” que las tasas de interés se suavicen un poco a medida que baje la inflación. “Tienen dos riesgos que gestionar. Uno es que la inflación no vuelva a bajar a su objetivo como habían previsto y el otro es que la economía se debilite demasiado”, señaló la secretaria del Tesoro.",Reuters,2023-12-14 00:13:00,https://www.eleconomista.com.mx/economia/Precios-con-tendencia-a-la-baja-Yellen-20231214-0004.html
27,Milei inicia su Gobierno en Argentina con inflación anual de 160%,"Luego de los primeros anuncios económicos del ministro de Economía en Argentina, Luis Caputo, el Instituto Nacional de Estadística y Censos (INDEC) publicó la inflación de noviembre, la cual fue del 12.8% y alcanzó el 160.9% interanual. A su vez, la suba de precios en lo que va de 2023 es del 148.2 por ciento. El número del penúltimo mes del año marcaría el inicio de una nueva aceleración derivada de la liberación de precios contenidos, quita de subsidios, nueva devaluación, recortes del gasto público y otras medidas que se espera que alimenten la inflación en los primeros meses de la gestión de Javier Milei. Esto mismo advirtió el ministro de Economía en el mensaje difundido en el que compartió 10 medidas con las que buscará alcanzar el equilibrio fiscal en 2024: ""Vamos a estar durante unos meses peor que antes, particularmente en términos de inflación"". Sin embargo, el titular del Palacio de Hacienda se mostró seguro de que estas medidas permitirán evitar una hiperinflación, que es lo que asegura que ocurrirá ""si seguimos como estamos, con los números más altos de nuestra historia de hasta 15,000% anual"". Entre las medidas anunciadas se cuentan una reducción de subsidios, aumento del dólar oficial a $800 (el doble que este martes), achicamiento del Estado y no renovación de los contratos firmados hace menos de un año, reducción de las transferencias discrecionales a las provincias y no más licitaciones de obra pública, entre otras. La división de mayor aumento en el mes fue Salud (15.9%), producto de las subas en los medicamentos y en las cuotas de empresas de medicina prepaga. Le siguieron Alimentos y bebidas no alcohólicas (15.7%) y Comunicación (15.2%), por los incrementos en servicios de telefonía móvil e Internet. Por su parte, la división con mayor incidencia en todas las regiones fue Alimentos y bebidas no alcohólicas (15.7 por ciento). Al interior de la división tuvieron mayor incidencia las subas de Carnes y derivados; Aguas minerales; bebidas gaseosas y jugos; y Pan y cereales. A su vez, las dos divisiones que registraron las menores variaciones en noviembre fueron Vivienda, agua, electricidad y otros combustibles (7.1%) y Educación (8.3 por ciento). Asimismo, a nivel de las categorías, el IPC Núcleo (13.4%) lideró el aumento seguida por Estacionales (12.8%), mientras que Regulados registró un incremento de 10.1 por ciento. Mientras que para este mes de noviembre se esperaba un aumento de precios en torno al 12%, diciembre vendrá con una mayor aceleración ante la llegada del nuevo gobierno: durante las últimas semanas los precios ya se comenzaron a ""destapar"", algo que el mismo Caputo advirtió en su discurso y la población ya observa en las góndolas.",El Cronista/Argentina,2023-12-13 23:03:00,https://www.eleconomista.com.mx/economia/Milei-inicia-su-Gobierno-en-Argentina-con-inflacion-anual-de-160-20231213-0143.html
28,Argentina rediseñará programas sociales,"El paquete de ""urgencia económica"" que lanzó el presidente de Argentina, Javier Milei, contemplará un capítulo social que implica un cambio radical en lo que hace a la ayuda a los sectores más vulnerables: prevé un refuerzo monetario de la Asignación Universal por Hijo (AUH) y la Tarjeta Alimentar pero también una fuerte depuración de otros programas y el congelamiento de los montos en el plan Potenciar Trabajo. El ministro de Economía, Luis Caputo, anunció que ""vamos a fortalecer las políticas sociales que son recibidas directamente por quienes la necesitan, sin intermediarios, como la AUH y la Tarjeta Alimentar"". En la práctica, todo este paquete de reformas para los planes sociales forma parte del esquema que empezó a esbozar la superministra de Capital Humano, Sandra Petovello junto con su equipo conformado por el área de política social con Pablo De la Torre y en Trabajo, Omar Yasin. Todas estas medidas para los planes AUH, Tarjeta Alimentar y el plan Potenciar Trabajo afectan de manera directa a más de tres millones de hogares, lo que implicaría a más de 10 millones de personas. Según indicaron a El Cronista fuentes oficiales del Ministerio de Capital Humano este programa de reconversión de los planes sociales prevé también un reempadronamiento de los planes para depurar aquellos intermediarios y evitar irregularidades. Esto ya se empezó a ejecutar y llevará unas semanas. Caputo dijo que se mantendrá el Potenciar Trabajo con presupuesto 2023. Es decir, que no habrá un incremento en el monto de este programa que podría pasar a la órbita de la secretaría de Trabajo desde enero para su reconversión en empleo genuino. Algunos creen que este congelamiento del monto impactará duramente en los sectores vulnerables en función de la devaluación decretada. En el caso de la AUH y la Tarjeta Alimentar se duplicará el monto para el primer caso y se aumentará el plan alimentario al 50 por ciento.",El Cronista/Argentina,2023-12-13 22:59:00,https://www.eleconomista.com.mx/economia/Argentina-redisenara-programas-sociales-20231213-0142.html
29,La UE creará una agencia para combatir lavado de dinero,"El Parlamento Europeo y los estados miembros de la Unión Europea (UE) acordaron ayer crear un organismo central para reprimir el blanqueo de dinero y los intentos de eludir las sanciones. La nueva institución, denominada Autoridad de Lucha contra el Blanqueo de Capitales (AMLA, por sus siglas en inglés), también combatirá el financiamiento al terrorismo. AMLA será un centro que trabajará en coordinación con las autoridades nacionales para luchar contra esta actividad ilegal. La agencia tendrá poderes de supervisión y, en casos graves o infracciones reiteradas, podrá sancionar económicamente. Supervisará las 40 entidades financieras más arriesgadas y la agencia podrá supervisar a las empresas que permiten a la gente comerciar y almacenar criptoactivos. La eurodiputada Eva Maria Poptcheva, que ha contribuido al trámite del texto en el Parlamento, mencionó: “La AMLA cambiará las reglas del juego para acabar con el dinero negro en la Unión Europea”. Varios estados miembros, entre ellos Francia y Alemania, se han peleado por la sede del organismo pero aún no se define. Hasta el momento, nueve ciudades han presentado formalmente sus candidaturas para albergar la AMLA: Bruselas, Dublín, Fráncfort, Madrid, París, Riga, Roma, Viena y Vilna. La Comisión Europea, brazo ejecutivo de la UE, propuso la agencia independiente en el 2021.",AFP,2023-12-13 22:58:00,https://www.eleconomista.com.mx/economia/La-UE-creara-una-agencia-para-combatir-lavado-de-dinero-20231213-0141.html
30,Hay acuerdo en Alemania para resolver crisis de gasto,"Los partidos de la coalición alemana llegaron a un acuerdo para resolver la crisis presupuestaria y política desencadenada por una decisión judicial que censuró los planes del gobierno, dijo ayer una fuente gubernamental a AFP. El Tribunal Constitucional alemán provocó una crisis presupuestaria y política en noviembre al censurar el uso de fondos especiales, lo que obligó al gobierno de Olaf Scholz, a revisar sus presupuestos del 2023 y el 2024. “Debemos conformarnos con mucho menos dinero”, reconoció Scholz ayer en la presentación de un acuerdo que, según el canciller, requirió “fijar las prioridades”. El Constitucional canceló en noviembre la transferencia de 60,000 millones de euros de créditos no utilizados durante la pandemia por Covid-19 que se iban a usar para inversiones ecológicas y apoyo a la industria. El tribunal consideró que el gobierno de Scholz violó las estrictas reglas presupuestarias del país al hacer esta reasignación de gastos, una decisión que dejó un agujero presupuestario de 17,000 millones de euros para el 2024. El acuerdo final incluye recortes en las ayudas para promover la energía solar y la supresión de subvenciones en actividades perjudiciales para el clima. “Se trata de unos recortes que no hacemos de manera voluntaria”, declaró.",AFP,2023-12-13 22:51:00,https://www.eleconomista.com.mx/economia/Hay-acuerdo-en-Alemania-para-resolver-crisis-de-gasto-20231213-0140.html
31,China arremete contra Comisión legislativa en EU,"Pekín dijo ayer 13 de diciembre, que un comité bipartidista estadounidense que recomendó un enfoque más agresivo para manejar la competencia con China está “lleno de prejuicios y hostilidad”, acusándolo de difamaciones y ataques. El Comité Selecto de la Cámara de Representantes sobre el Partido Comunista Chino pidió un “reajuste” de los lazos económicos de Washington con Pekín, que incluya sacar a China de su actual clasificación arancelaria para garantizar que el país cumple sus compromisos comerciales. Aunque muchas de las recomendaciones podrían no ser aceptadas inmediatamente por los legisladores, las propuestas pueden dar lugar a una legislación bipartidista en el futuro. Ayer, China tachó a la comisión de la cámara baja de “dedicada a atacar y desprestigiar”. “Está llena de prejuicios y hostilidad, y puede decirse que es completamente irracional”, declaró Mao Ning, portavoz del Ministerio de Asuntos Exteriores. “Estados Unidos debe respetar seriamente los principios de la economía de mercado y las normas del comercio internacional para crear un entorno favorable a la cooperación económica y comercial entre China y Estados Unidos, en lugar de lo contrario”.",AFP,2023-12-13 22:41:00,https://www.eleconomista.com.mx/economia/China-arremete-contra-Comision-legislativa-en-EU-20231213-0139.html
